//プレミアム・パスポート　事業協賛店一覧,,20160104 
企業ID,店舗ID,店舗・施設名,郵便,住所,住所建物,緯度,経度,電話,FAX,URL,営業・利用可能時間,定休日,プレパス特典（協賛店のみ）
co101212,ofid0005,金澤文苑堂　入江店,921-8015,石川県金沢市東力4丁目236番地,,36.5654379, 136.6227432,076-292-0087,076-292-0068,http://www.love-emo.jp,10:00〜24:00,年中無休,
co101212,ofid0001,金澤文苑堂　示野店,920-0059,石川県金沢市示野町80街区1,,36.5810581, 136.6156433,076-267-7007,076-267-7031,http://www.bunendo.com/,10:00〜24:00,年中無休,
co101212,ofid0006,金澤文苑堂　羽咋店,925-0026,石川県羽咋市石野町ホ90,,36.8952737, 136.7965914,0767-22-8288,0767-22-8287,http://www.love-emo.jp/,10:00〜22:00,年中無休,
co101212,ofid0004,金澤文苑堂　鳴和店,920-0805,石川県金沢市小金町7-12,,36.5842364, 136.6725725,076-253-2002,076-253-5120,,10:00〜26:00,年中無休,
co100766,ofid0001,金澤玉寿司　大和香林坊店（B1F）,920-0961,石川県金沢市香林坊1-1-1,,36.5627586, 136.6540052,076-220-1346,076-220-1346,http://www.kanazawa-tamazushi.com/,10:00〜19:00,水曜日（大和香林坊店にあわす）,
co101189,ofid0001,鈴木レディスホスピタル,921-8033,石川県金沢市寺町２丁目８番３６号,,36.5486742, 136.656386,076-242-3155,076-245-1881,http://www.suzukilh.com,,休診日：日曜・祝日,
co989344,ofid0005,鉄板焼　高尾,921-8565,石川県金沢市大額町ル８番地,,36.5139526, 136.6312163,076-296-3456,,http://www.kanazawakokusaihotel.co.jp/,ランチ11：30〜14：30（L.o.）　ディナー17：30〜21：00（L.o.）,無,
co158658,ofid0001,銘柄とワインの店　宮村,924-0877,石川県白山市中町１５番地,,36.5226425,136.56443030,076-275-0348,,,9：00〜20：00,毎月第３水曜日,
co100363,ofid0005,鍋うどん・そば　めん房本陣　大桑店,921-8045,石川県金沢市大桑3丁目14,,36.5377922, 136.6752073,076-241-3733,076-241-3733,http://www.menbo-honjin.com/,11時〜24時（オーダーストップ23時）,無休,
co100363,ofid0004,鍋うどん・そば　めん房本陣　小松店,923-0831,石川県小松市打越町い207番地,,36.4008772, 136.4778828,0761-24-5463,0761-24-5463,http://www.menbo-honjin.com/,11：00〜22：00（オーダーストップ21：20）,無休,
co100363,ofid0002,鍋うどん・そば　めん房本陣　東力店,921-8016,石川県金沢市東力町ニ185,,36.5633214, 136.6202991,076-291-7353,076-291-7353,http://www.menbo-honjin.com/,11時〜24時（オーダーストップ23時）,無休,
co100363,ofid0007,鍋うどん・そば　めん房本陣　野々市店,921-8823,石川県野々市市粟田5丁目426,,36.515305, 136.6094405,076-248-3522,076-248-3522,http://www.menbo-honjin.com/,11時〜24時（オーダーストップ23時）,無休,
co100363,ofid0003,鍋うどん・そば　めん房本陣　鞍月店,920-8204,石川県金沢市戸水1丁目413,,36.6033193, 136.6198227,076-239-3911,076-239-3911,http://www.menbo-honjin.com/,11時〜24時（オーダーストップ23時）,無休,
co101221,ofid0001,門前薬局,927-2156,石川県輪島市門前町門前1994,,37.2893305, 136.7685596,0768-42-0077,0768-42-0967,,8:30〜19:30,毎週日曜日,
co424872,ofid0001,雑貨＆カフェ　momo,920-0997,石川県金沢市竪町38番地,松浦ビル1F,36.5594645,136.6544136,076-261-0660,076-261-0660,http://momo66.com,11:00〜18：00,水曜日、その他,
co100102,ofid0005,電化プラザ　イシダ,924-0025,石川県白山市蕪城２丁目３−６,,36.531727, 136.5523531,076-275-5361,076-275-5138,http://www.denkiyacom.net,8:30〜19:30,日曜日,
co100415,ofid0016,靴　グリーンボックス,920-1167,石川県金沢市もりの里1丁目70番地,,36.5516427, 136.6899806,076-234-8748,,,9:00〜23:00,年中無休,
co100383,ofid0001,靴・カバン・化粧品・手芸　かわさき,925-0447,石川県羽咋郡志賀町富来領家町甲26  ,増穂浦ショッピングモールアスク,37.1421552, 136.7248852,0767-42-0112,0767-42-0112,,10：00〜19：30（日曜日9:00〜19:30）,毎月１回（水）,
co100056,ofid0001,靴・バック　タナカ　　アピタ店,924-0817,石川県白山市幸明町２８０番地,アピタ松任店内　ＴＩＯ２Ｆ,36.5158324, 136.5769295,076-274-6705,076-274-6705,,10:00〜20:00,アピタ松任店の定休日に準じる,
co100415,ofid0019,鞄　モルトピウ,920-1167,石川県金沢市もりの里1丁目70番地,,36.5516427, 136.6899806,076-234-8850,,,10:00〜21:00,年中無休,
co100817,ofid0005,風の街　小松店,923-0301,石川県小松市矢崎町ナ182,,36.3696898, 136.4346071,0761-44-2446,0761-44-4726,http://www.kazenomachi.com/,11:00〜24:00（ラストオーダー 23:30）,無休,
co100817,ofid0002,風の街　御経塚店,921-8801,石川県野々市市御経塚2丁目276,,36.5469060,136.5958070,076-246-7638,076-246-7639,http://www.kazenomachi.com/,11:30〜24:00（ラストオーダー 23:30）,無休,
co100817,ofid0003,風の街　松任店,924-0815,石川県白山市三浦町468-3,,36.5144438, 136.5737103,076-275-0466,076-275-0361,http://www.kazenomachi.com/,11:00〜24:00（ラストオーダー 23:30）,無休,
co100817,ofid0004,風の街　辰口店,923-1245,石川県能美市辰口町573-4,,36.4412024, 136.5454816,0761-51-7687,,http://www.kazenomachi.com/,11:00〜23:00（ラストオーダー 22:30）,無休,
co101068,ofid0001,食品ストアー　きのした,926-0015,石川県七尾市矢田新町ハ34,,37.0473215, 136.9769139,0767-53-1151,0767-53-1169,,8:00〜19:00,日曜日,
co100047,ofid0001,食文化　新鮮館　鹿西店,929-1604,石川県鹿島郡中能登町能登部下72の1,,36.9573560,136.8629316,0767-72-3910,0767-72-3912,,9:00〜21:00,１月１日〜１月２日,
co101477,ofid0001,食楽庵かほく　さんまる,929-1177,石川県かほく市白尾ニ10-18,,36.7227895, 136.6969222,076-255-3130,,,17時〜24時（日、または連休最終日23時）,月曜日（祝日の場合、翌日）,
co469038,ofid0001,食遊爛漫　沖楽,921-8062,石川県金沢市新保本3-7,サンハイツ西納106号,36.5555455,136.6036128,076-240-0080,,,17：30-24:00（LO.23:00）,月曜日,
co101457,ofid0001,餃子のあひる,921-8822,石川県野々市市矢作3-128-3,,36.5246261, 136.6139845,076-246-0660,076-246-0660,,11:00〜14:00　16:30〜22:00,水曜日,
co100795,ofid0009,高尾コメヤ薬局,921-8154,石川県金沢市高尾南3丁目17番地,,36.5194102, 136.6284749,076-296-9900,076-296-9902,http://www.komeya-drug.com/,9:00〜19:00　（土18:00まで）,日、祝日,
co100834,ofid0001,高松ショッピングプラザ　アイ,929-1215,石川県かほく市高松ム60番地10,,36.7714308, 136.7263702,076-282-5366,076-282-5560,,10:00〜20:00,不定（元日含む年間2日間）,
co100585,ofid0001,高校受験　Inter☆act Jr.,921-8033,石川県金沢市寺町４−１９−２６,,36.5507307,136.6506421,0120-43-5200,076-244-2711,http://iaj.blmg.jp,9:00〜22:30,なし（年に10日ほど休館）,
co100267,ofid0001,高校生専門塾　志向館,921-8033,石川県金沢市寺町４−１９−７,,36.5507266, 136.6507947,0120-67-4500,076-247-2324,http://shikokan.blmg.jp,9:00〜22:30,なし（年に10日ほど休館）,
co101446,ofid0001,高澤ろうそく店,926-0806,石川県七尾市一本杉町11,,37.0463849, 136.9639818,0767-53-0406,0767-53-8174,http://takazawa.jp,9:00〜19:00,第３火曜,
co100852,ofid0001,高瀬写真館,925-0141,石川県羽咋郡志賀町高浜町オ-174-1,,37.0040147, 136.7715524,0767-32-3464,0767-32-3464,,8:00〜19:30,年始　他不定休（要予約）,
co100853,ofid0001,高田寫真舘,928-0001,石川県輪島市河井町24−1−1,,37.3923511, 136.9004899,0768-22-2732,0768-22-2732,,9：00〜20：00,特になし,
co100850,ofid0001,高間時計店,922-0256,石川県加賀市山代温泉万松園通8番地,,36.2885884, 136.3608868,0761-76-1036,0761-76-1036,http://takamatokei.com,8:00〜20:00,第一日曜、第三水曜、年始,
co101038,ofid0001,髪切処　マツバラ,920-0901,石川県金沢市彦三町2-4-8,,36.574321, 136.6576102,076-261-7370,,,8:30〜19:00,毎週月曜日、第1月曜日・火曜日、第3日曜日・月曜日,
co100279,ofid0003,魚匠庵,920-0027,石川県金沢市駅西新町3-13-17,,36.5934735, 136.6355498,076-231-1144,076-231-1145,http://www.maimon-susi.com/gyosyoan/,11:30〜15:00（L.O 14:30）　17:30〜22:30（L.O 22:00）,,
co100832,ofid0001,魚料理・民宿　やまじゅう,929-1174,石川県かほく市浜北ハ20-1,,36.7306274, 136.6987328,076-283-3455,076-283-3448,http://yama-10.com,11:30〜21:30,基本的に第1月曜日　お盆あけ2日間、正月12月30日〜1月4,
co101293,ofid0001,魚河岸浜揚げ安治,926-0041,石川県七尾市府中町員外13-1,能登食祭市場１Ｆ能登生鮮市場内,37.0490313,136.9689445,0767-52-3246,,,8:30〜18:00,毎週火曜日（祝日の場合は営業）、１月1日、７月〜１１月は無休,
co100944,ofid0001,鳥居醤油店,926-0806,石川県七尾市一本杉町29,,37.046944,136.962969,0767-52-0368,0767-52-0406,http://po5.nsk.ne.jp/~shouyutorii/index.html,9:00〜18:30,木曜日,
co100946,ofid0008,鶴来信用金庫　八日市支店,921-8064,石川県金沢市八日市2-163,,36.5444848, 136.6067848,076-244-7781,076-244-0037,http://www.shinkin.co.jp/tsurugi/,9:00〜15:00,土曜、日曜、祝日及び年末年始,親子連れのお客様に粗品プレゼント
co100946,ofid0004,鶴来信用金庫　円光寺支店,921-8173,石川県金沢市円光寺2-10-14,,36.5325398, 136.6469065,076-242-5211,076-241-0056,http://www.shinkin.co.jp/tsurugi/,9:00〜15:00,土曜、日曜、祝日及び年末年始,親子連れのお客様に粗品プレゼント
co100946,ofid0013,鶴来信用金庫　寺井支店,923-1121,石川県能美市寺井町タ198-3,,36.4373809, 136.4935362,0761-57-0670,0761-57-4198,http://www.shinkin.co.jp/tsurugi/,9:00〜15:00,土曜、日曜、祝日及び年末年始,親子連れのお客様に粗品プレゼント
co100946,ofid0016,鶴来信用金庫　小松支店,923-0025,石川県小松市天神町49番12,,36.4162029, 136.4494538,0761-22-8822,0761-22-8824,http://www.shinkin.co.jp/tsurugi/,9:00〜15:00,土曜、日曜、祝日及び年末年始,親子連れのお客様に粗品プレゼント
co100946,ofid0017,鶴来信用金庫　川北支店,923-1200,石川県能美郡川北町字田子島エ121番地,,36.4762801, 136.5151198,076-277-2500,076-277-0073,http://www.shinkin.co.jp/tsurugi/,9:00〜15:00,土曜、日曜、祝日及び年末年始,親子連れのお客様に粗品プレゼント
co100946,ofid0007,鶴来信用金庫　明光支店,920-2152,石川県白山市明光3-2,,36.476549, 136.6097297,076-273-3333,076-273-1320,http://www.shinkin.co.jp/tsurugi/,9:00〜15:00,土曜、日曜、祝日及び年末年始,親子連れのお客様に粗品プレゼント
co100946,ofid0001,鶴来信用金庫　本店営業部,920-2121,石川県白山市鶴来本町1丁目ワ107-2,,36.447462, 136.6269813,076-272-1212,076-272-0057,http://www.shinkin.co.jp/tsurugi/,9:00〜15:00,土曜、日曜、祝日及び年末年始,親子連れのお客様に粗品プレゼント
co100946,ofid0010,鶴来信用金庫　松任支店,924-0802,石川県白山市専福寺町154-1,,36.5247261, 136.5916561,076-276-1100,076-275-8022,http://www.shinkin.co.jp/tsurugi/,9:00〜15:00,土曜、日曜、祝日及び年末年始,親子連れのお客様に粗品プレゼント
co100946,ofid0012,鶴来信用金庫　根上支店,929-0113,石川県能美市大成町チ269,,36.4507591, 136.4611852,0761-55-1317,0761-55-4899,http://www.shinkin.co.jp/tsurugi/,9:00〜15:00,土曜、日曜、祝日及び年末年始,親子連れのお客様に粗品プレゼント
co100946,ofid0003,鶴来信用金庫　白峰支店,920-2501,石川県白山市白峰ロ77-1,,36.1746164, 136.6256273,076-259-2111,076-259-2671,http://www.shinkin.co.jp/tsurugi/,9:00〜15:00,土曜、日曜、祝日及び年末年始,親子連れのお客様に粗品プレゼント
co100946,ofid0011,鶴来信用金庫　笠間支店,924-0047,石川県白山市西美沢野町6-1,,36.503541, 136.5311309,076-274-1100,076-274-4116,http://www.shinkin.co.jp/tsurugi/,9:00〜15:00,土曜、日曜、祝日及び年末年始,親子連れのお客様に粗品プレゼント
co100946,ofid0005,鶴来信用金庫　米丸支店,921-8011,石川県金沢市入江3-139,,36.5664157, 136.6297482,076-291-1525,076-291-0034,http://www.shinkin.co.jp/tsurugi/,9:00〜15:00,土曜、日曜、祝日及び年末年始,親子連れのお客様に粗品プレゼント
co100946,ofid0015,鶴来信用金庫　緑が丘支店,923-1226,石川県能美市緑が丘7-3,,36.4394802, 136.5388350,0761-51-5100,0761-51-4908,http://www.shinkin.co.jp/tsurugi/,9:00〜15:00,土曜、日曜、祝日及び年末年始,親子連れのお客様に粗品プレゼント
co100946,ofid0009,鶴来信用金庫　美川支店,929-0217,石川県白山市湊町乙42-3,,36.4779598, 136.4746420,076-278-5551,076-278-5441,http://www.shinkin.co.jp/tsurugi/,9:00〜15:00,土曜、日曜、祝日及び年末年始,親子連れのお客様に粗品プレゼント
co100946,ofid0014,鶴来信用金庫　辰口支店,923-1243,石川県能美市三ツ屋町ロ38,,36.4527011, 136.5478533,0761-51-3141,0761-51-4968,http://www.shinkin.co.jp/tsurugi/,9:00〜15:00,土曜、日曜、祝日及び年末年始,親子連れのお客様に粗品プレゼント
co100946,ofid0006,鶴来信用金庫　野々市支店,921-8824,石川県野々市市新庄4-48,,36.507917, 136.6126319,076-246-4355,076-246-0090,http://www.shinkin.co.jp/tsurugi/,9:00〜15:00,土曜、日曜、祝日及び年末年始,親子連れのお客様に粗品プレゼント
co100946,ofid0002,鶴来信用金庫　金沢支店,920-0861,石川県金沢市三社町3-15,,36.5716961, 136.6448999,076-263-2581,076-263-0067,http://www.shinkin.co.jp/tsurugi/,9:00〜15:00,土曜、日曜、祝日及び年末年始,親子連れのお客様に粗品プレゼント
co100945,ofid0001,鶴賀建設株式会社,920-0964,石川県金沢市本多町2丁目6-2,,36.5573093, 136.6624520,076-263-7013,076-232-7354,,9:00〜17:00,,
co101147,ofid0001,麺房廣見　イオン小松店,923-0036,石川県小松市平面町ア69,,36.4193625, 136.4722549,0761-23-5626,,,10:00〜19:00,,
co101116,ofid0001,麺房廣見　イオン松任店,924-0841,石川県白山市平松町102-1,,36.5072307, 136.5651722,076-274-8649,,,10:00〜20:00,年中無休,
co101234,ofid0001,（三菱サテライトショップ白山松任）（株）窪川自動車商会,924-0882,石川県白山市八ツ矢町556,,36.5246563, 136.5725852,076-275-0356,076-275-2825,,8:30〜17:30,第2・第4土曜日、日曜日、祝日,
co100091,ofid0001,（有）いなば生花店,920-0337,石川県金沢市金石西1-6-16,,36.6013799, 136.5932057,076-268-4187,076-267-1330,,（平日）8:00〜19:30　（祝祭日）8:30〜17:00,年始4日間,
co100603,ofid0001,（有）おうぎオート,929-1602,石川県鹿島郡中能登町能登部上リ-129,,36.9655132, 136.8736166,0767-72-2249,0767-72-3565,,8:30〜17:30,年末年始、5月の連休、盆休み、祝日、他不定休（年間で2〜3日,
co100609,ofid0001,（有）くろかわ,927-0553,石川県鳳珠郡能登町小木13-27,,37.2989381, 137.2304255,0768-74-0356,0768-74-1359,,8:30〜19:00,毎週日曜日とお正月,盆踊り大会・祭などで子育て応援活動
co101016,ofid0001,（有）つり具センターあさの,925-0051,石川県羽咋市島出町マ３８−１,,36.8997867, 136.7759378,0767-22-3260,0767-22-6715,http://www.asatsuri.com/,平日8:00〜20:00　土日祝は朝5:00から　冬期間：変更有り,定休日なし,
co100569,ofid0001,（有）むろ美粧センター,925-0141,石川県羽咋郡志賀町高浜町ク-3-75,,37.0030929, 136.7764242,0767-32-3590,0767-32-3590,http://www.muromi.mobi/,AM9:30〜PM7:00　日曜・祝日AM9:30〜PM6:00,第1・第3日曜日,
co101333,ofid0001,（有）エイトホンダ,923-0801,石川県小松市園町ニ６２,,36.4080551, 136.4563229,0761-21-7081,0761-23-2560,http://8honda.jp/,9:00〜18:00,日・祝日・第二・四土曜,
co101009,ofid0001,（有）エコフレンズ,922-0304,石川県加賀市分校町ヌ212番地,,36.3208129, 136.3980814,0761-74-2008,0761-74-2003,,8:00〜19:00,日曜日、第2・4土曜日、お盆、年末・年始,
co101014,ofid0001,（有）シー・アンド・シー金沢,920-0016,石川県金沢市諸江町中丁197-1,,36.5962981, 136.6440853,076-260-1106,076-260-1107,http://www.cckanazawa.com/,10：00〜19：00,年末年始、お盆,
co152781,ofid0001,（有）タケムラ,920-2121,石川県白山市鶴来本町4丁目3-16,,36.4511864,136.6252564,076-272-2500,,,8:30〜20:00,日曜日,
co100648,ofid0001,（有）ハリカ羽咋店,925-0026,石川県羽咋市石野町ニ42番地2,,36.8944212, 136.8004604,0767-22-1302,0767-22-7221,,9:30〜19:30,年中無休（臨時休業除く）,
co100623,ofid0001,（有）ヒサギ,927-2151,石川県輪島市門前町走出8-77-1,,37.2905109, 136.7668986,0768-42-0018,0768-42-1281,,9:30〜20:00,１月１日、２日,
